"","st_id","op_id","op_date","st_alt","st_dist_source","st_t_jan","st_t_jui","sp_nom","sp_effectif"
"8198",662,949,"24/6/2003 00:00:00",35,493,4.5,20.3,"Barbus barbus",1
"9065",120,1079,"27/9/1988 00:00:00",44,25,4.1,18.2,"Salmo trutta fario",5
"15117",73,1817,"4/9/2007 00:00:00",14,102,3.9,18.4,"Rutilus rutilus",82
"24671",782,3166,"22/9/1999 00:00:00",51,201.1,4.4,19,"Phoxinus phoxinus",87
"12736",532,1530,"5/10/2005 00:00:00",125,3,3.7,19.1,"Gasterosteus aculeatus",4
"3499",446,414,"16/6/1994 00:00:00",NA,NA,3,19.2,"Phoxinus phoxinus",87
"30635",1379,3807,"8/9/1994 00:00:00",50,71,5.8,19.9,"Esox lucius",2
"11539",525,1394,"7/10/2003 00:00:00",29,27,4.2,19.6,"Leuciscus leuciscus",1
"36912",1814,4502,"31/8/1993 00:00:00",59,27,7,18,"Salmo salar",90
"3731",454,436,"11/6/1998 00:00:00",41,454,4,19.7,"Rhodeus amarus",7
"37193",1489,4539,"19/10/1983 00:00:00",105,15,6.5,17.6,"Gobio gobio",1
"32721",1339,3975,"7/9/2004 00:00:00",145,13,4.8,18.7,"Anguilla anguilla",2
"2005",592,240,"18/9/2003 00:00:00",59,61,4,19.9,"Perca fluviatilis",39
"35318",1630,4289,"10/10/1989 00:00:00",88,12,6.8,17.2,"Barbatula barbatula",1
"32952",1436,3999,"10/10/2006 00:00:00",75,33,4.6,19.7,"Rhodeus amarus",1077
"36203",1812,4420,"30/8/1994 00:00:00",56,28,7.1,18,"Petromyzon marinus",10
"33452",1436,4040,"11/10/2005 00:00:00",75,33,4.6,19.7,"Cottus gobio",83
"8691",617,1030,"14/4/1999 00:00:00",59,16,4.1,19.8,"Lepomis gibbosus",11
"21028",827,2660,"29/9/1994 00:00:00",52,39.02,4.8,18.5,"Lampetra planeri",3
"8135",619,942,"19/4/2000 00:00:00",38,489,4.4,20.1,"Chondrostoma nasus",1
"28486",1292,3612,"1/10/1981 00:00:00",17,63,5.6,20.2,"Squalius cephalus",37
"7464",662,862,"12/9/1996 00:00:00",35,493,4.5,20.3,"Barbus barbus",2
"23783",1110,3035,"22/10/1996 00:00:00",104,13.12,3.9,18.5,"Tinca tinca",3
"13022",564,1558,"6/9/2005 00:00:00",30,52,4.4,18.3,"Barbatula barbatula",66
"24560",782,3156,"8/10/1996 00:00:00",51,201.1,4.4,19,"Gobio gobio",1
"36053",1756,4402,"28/9/1993 00:00:00",135,4,4.9,18.4,"Lampetra planeri",25
"27770",1302,3548,"9/9/1986 00:00:00",37,41,5.7,20.3,"Lepomis gibbosus",5
"7367",615,851,"27/4/1994 00:00:00",23,460,4.6,20.3,"Anguilla anguilla",7
"12876",371,1544,"5/7/2005 00:00:00",40,37,3.9,19.5,"Leuciscus leuciscus",19
"39550",1750,4829,"16/9/1997 00:00:00",19,52,6.1,18.9,"Leuciscus leuciscus",100
"18725",952,2344,"18/9/1984 00:00:00",195,9.2,3.7,18.2,"Rutilus rutilus",72
"8355",116,983,"28/6/1988 00:00:00",20,11,4.6,17.9,"Salmo trutta fario",104
"28046",1311,3577,"5/9/1989 00:00:00",180,5,4.7,18.4,"Phoxinus phoxinus",12
"22232",1039,2819,"12/10/2004 00:00:00",143,55.97,4.5,18.1,"Alburnus alburnus",1
"32899",1269,3993,"11/7/2006 00:00:00",6,77,6.6,19.5,"Esox lucius",6
"35087",1714,4242,"10/10/1991 00:00:00",45,22.22,6.2,18.7,"Leuciscus leuciscus",24
"5987",375,684,"20/10/1998 00:00:00",34,25,4,19.4,"Barbatula barbatula",15
"4319",432,503,"9/6/1993 00:00:00",85,4,3.6,19.9,"Salmo trutta fario",7
"4637",449,537,"27/9/1995 00:00:00",47,305,3.9,20.2,"Squalius cephalus",43
"9399",289,1141,"23/9/1986 00:00:00",NA,21,2.6,18.3,"Gobio gobio",11
"2471",182,294,"28/5/2002 00:00:00",16,135,4.3,18.7,"Esox lucius",8
"731",599,95,"17/10/2000 00:00:00",69,20,4,19.8,"Gasterosteus aculeatus",9
"8944",623,1055,"28/8/2001 00:00:00",NA,NA,3.9,19.6,"Pungitius pungitius",2
"19777",920,2493,"4/9/1996 00:00:00",34,6.78,5.9,17.9,"Anguilla anguilla",39
"6832",369,792,"3/9/1996 00:00:00",33,470,3.9,19.4,"Rhodeus amarus",18
"10703",526,1302,"24/10/2001 00:00:00",69,9,4,19.5,"Rhodeus amarus",8
"868",557,106,"24/5/2000 00:00:00",NA,NA,4.2,20,"Barbatula barbatula",1
"192",676,29,"13/6/1996 00:00:00",33,26,4,19.6,"Squalius cephalus",5
"37737",1692,4600,"11/6/1994 00:00:00",39,43,6.1,19.1,"Gobio gobio",79
"7308",614,844,"21/9/1993 00:00:00",29,428,4.8,20.7,"Anguilla anguilla",2
"4094",41,480,"10/10/2000 00:00:00",155,5,2.9,18.5,"Lampetra planeri",2
"482",539,64,"7/12/1984 00:00:00",NA,NA,4.2,19.9,"Rutilus rutilus",6
"19085",1225,2402,"27/9/1990 00:00:00",180,4.9,3.8,18.4,"Salmo trutta fario",32
"4413",434,515,"7/9/1989 00:00:00",80,95,3.5,19.8,"Gasterosteus aculeatus",16
"16445",915,2005,"8/9/1988 00:00:00",75,12.8,5.9,18,"Cottus gobio",15
"35520",1597,4329,"26/8/1993 00:00:00",75,5,7,17.5,"Anguilla anguilla",5
"1411",678,172,"20/10/1998 00:00:00",44,18,4,19.2,"Rutilus rutilus",139
"20913",877,2644,"8/11/1995 00:00:00",5,52.03,6,17.7,"Esox lucius",11
"28522",1288,3615,"30/9/1981 00:00:00",15,11,5.7,20.2,"Gobio gobio",3
"10203",3,1247,"31/3/1999 00:00:00",70,NA,3.5,18.8,"Perca fluviatilis",2
"12486",515,1498,"8/6/2004 00:00:00",17,544,4.4,19.4,"Scardinius erythrophthalmus",1
"36086",1678,4406,"28/9/1993 00:00:00",117,10,5,18.7,"Gasterosteus aculeatus",1
"18344",965,2292,"18/10/1990 00:00:00",200,16.5,4.3,18.2,"Anguilla anguilla",24
"27166",1441,3496,"12/6/1997 00:00:00",3,62,6.2,20.8,"Blicca bjoerkna",63
"7146",370,820,"15/5/2002 00:00:00",29,260,4,19.4,"Cottus gobio",3
"18303",1253,2287,"24/9/1990 00:00:00",147,8.39,4,19.1,"Barbatula barbatula",1
"413",515,55,"7/6/1995 00:00:00",17,544,4.4,19.4,"Sander lucioperca",1
"1316",637,160,"3/11/1992 00:00:00",NA,NA,3.9,19.3,"Carassius auratus",3
"9421",242,1143,"24/9/1986 00:00:00",180,95,2.5,18.2,"Barbus barbus",108
"37801",1854,4608,"29/9/1994 00:00:00",62,24.32,7,18,"Leuciscus leuciscus",3
"34101",1388,4091,"19/6/2007 00:00:00",22,51,5.7,20.3,"Blicca bjoerkna",1
"3322",423,393,"13/9/1989 00:00:00",54,21,3.9,20,"Phoxinus phoxinus",21
"24925",1109,3196,"1/9/1999 00:00:00",4,20.31,5,18.2,"Anguilla anguilla",95
"32254",1276,3938,"22/8/2002 00:00:00",15,16,6.1,19.8,"Salmo trutta fario",2
"23032",1010,2925,"7/9/2005 00:00:00",189,6.11,4.7,17.8,"Barbatula barbatula",46
"35599",1761,4344,"13/6/1983 00:00:00",35,17,6.2,19.3,"Anguilla anguilla",9
"35212",1577,4262,"29/10/1985 00:00:00",100,6,6.9,17.6,"Salmo trutta fario",161
"9697",216,1179,"28/4/1988 00:00:00",77,26,3.4,19.6,"Oncorhynchus mykiss",2
"23681",1105,3020,"11/10/1995 00:00:00",57,25,4.4,18.3,"Anguilla anguilla",83
"38393",1706,4689,"14/6/1995 00:00:00",54,11,6.1,18.6,"Anguilla anguilla",14
"14010",178,1679,"29/6/2006 00:00:00",41,10,3.9,18.9,"Rutilus rutilus",1
"37892",1499,4622,"17/8/1983 00:00:00",55,17,6.9,18.1,"Gobio gobio",11
"925",184,112,"26/10/1994 00:00:00",24,50,4,18.8,"Rutilus rutilus",21
"16940",826,2079,"4/9/1991 00:00:00",68,51.12,4.7,18.4,"Anguilla anguilla",39
"20541",1208,2594,"11/9/2000 00:00:00",225,6.55,3.8,18.3,"Gobio gobio",9
"16167",702,1967,"4/9/1997 00:00:00",55,46.79,6.2,18.1,"Salmo trutta fario",3
"26565",1378,3443,"13/6/2007 00:00:00",122,66,5,19.8,"Lepomis gibbosus",55
"33630",1411,4054,"8/9/2006 00:00:00",35,146,5.8,19.7,"Perca fluviatilis",5
"3808",23,451,"21/9/1988 00:00:00",15,14,3.8,18.8,"Gasterosteus aculeatus",28
"7268",614,839,"25/11/1992 00:00:00",29,428,4.8,20.7,"Squalius cephalus",18
"3666",449,430,"24/9/1997 00:00:00",47,305,3.9,20.2,"Perca fluviatilis",119
"24414",778,3140,"24/10/1990 00:00:00",179,31,3.8,18.4,"Perca fluviatilis",6
"181",679,25,"11/5/1995 00:00:00",25,8,4.1,19.5,"Perca fluviatilis",4
"35191",1588,4259,"7/10/1985 00:00:00",70,33,7,17.6,"Gobio gobio",6
"7417",615,856,"17/5/1995 00:00:00",23,460,4.6,20.3,"Scardinius erythrophthalmus",78
"1990",556,239,"5/6/2003 00:00:00",36,46,4.3,20.2,"Anguilla anguilla",4
"18501",1229,2310,"23/8/1991 00:00:00",245,9.4,3.9,18.1,"Leucaspius delineatus",2
"4464",439,521,"27/10/1989 00:00:00",50,342,3.9,19.7,"Squalius cephalus",23
"3294",489,391,"14/9/1989 00:00:00",54,5,3.9,20,"Gobio gobio",68
"12475",182,1497,"24/6/2004 00:00:00",16,135,4.3,18.7,"Gobio gobio",5
"28441",1427,3608,"10/10/1996 00:00:00",85,95,4.4,19.5,"Phoxinus phoxinus",48
"30710",1339,3812,"13/9/1994 00:00:00",145,13,4.8,18.7,"Rutilus rutilus",11
"25775",860,3304,"27/9/2005 00:00:00",32,110,4.8,18.6,"Anguilla anguilla",14
"29422",1262,3689,"9/10/1985 00:00:00",NA,NA,4.3,18.3,"Gobio gobio",195
"12562",599,1509,"16/9/2004 00:00:00",69,20,4,19.8,"Barbatula barbatula",28
"19962",929,2517,"3/9/1997 00:00:00",41,13.36,5.7,17.3,"Cottus gobio",35
"27513",1269,3526,"27/4/1999 00:00:00",6,77,6.6,19.5,"Alburnus alburnus",37
"9199",129,1106,"12/5/1998 00:00:00",4,73,4.4,18.2,"Blicca bjoerkna",13
"32675",1308,3970,"2/9/2004 00:00:00",63,17,5.4,20.2,"Tinca tinca",3
"7534",615,869,"18/9/1996 00:00:00",23,460,4.6,20.3,"Anguilla anguilla",3
"12603",53,1514,"16/6/2005 00:00:00",5,25,4.2,18.2,"Cobitis taenia",25
"28843",1438,3640,"8/10/1997 00:00:00",54,42,5,19.6,"Lepomis gibbosus",3
"11279",241,1357,"9/9/2003 00:00:00",60,356,3.6,19.8,"Pseudorasbora parva",23
"4003",39,471,"15/5/1997 00:00:00",20,37,3.9,18.6,"Anguilla anguilla",12
"28053",1328,3579,"11/9/1989 00:00:00",NA,NA,5,18.6,"Esox lucius",1
"21625",1001,2735,"26/9/2002 00:00:00",121,13.45,4.9,18.2,"Cottus gobio",231
"12663",186,1522,"28/6/2005 00:00:00",33,49,3.9,18.9,"Barbus barbus",4
"15218",515,1837,"3/10/2007 00:00:00",17,544,4.4,19.4,"Abramis brama",4
"38114",1533,4652,"5/9/1989 00:00:00",17,26,7.2,17.8,"Salmo trutta fario",99
"28448",1435,3609,"10/10/1996 00:00:00",25,238,5.7,19.8,"Squalius cephalus",67
"11385",522,1372,"27/4/2000 00:00:00",24,480,4.5,19.9,"Cyprinus carpio",2
"2462",183,293,"28/5/2002 00:00:00",9,169,4.5,18.4,"Squalius cephalus",1
"16344",984,1992,"29/9/1987 00:00:00",34,14,5.8,17.3,"Barbatula barbatula",1
"18211",958,2271,"25/10/1988 00:00:00",110,91,4.8,18.4,"Squalius cephalus",2
"18599",1228,2325,"14/9/1992 00:00:00",170,15,4,18.6,"Lampetra planeri",3
"15146",153,1825,"19/9/2007 00:00:00",12,19,4.5,18.2,"Cottus gobio",4
"29139",1412,3666,"9/9/1999 00:00:00",87,25,4.9,19.4,"Rhodeus amarus",12
"16668",702,2039,"23/10/1979 00:00:00",55,46.79,6.2,18.1,"Lampetra planeri",2
"28652",1287,3627,"8/9/1998 00:00:00",17,308,5.8,20.2,"Barbus barbus",5
"2655",38,320,"27/9/1994 00:00:00",16,79,4,18.4,"Tinca tinca",2
"30472",1310,3791,"13/9/2000 00:00:00",46,16,5.7,20.2,"Perca fluviatilis",6
"5182",451,586,"22/5/2002 00:00:00",57,109,3.8,20,"Gobio gobio",1
"22937",920,2913,"16/9/2004 00:00:00",34,6.78,5.9,17.9,"Cottus gobio",15
"37231",1799,4545,"12/9/1984 00:00:00",125,21,6.7,17.6,"Salmo salar",2
"8125",618,941,"20/4/2000 00:00:00",33,510,4.8,20.8,"Gobio gobio",3
"7551",615,871,"13/5/1997 00:00:00",23,460,4.6,20.3,"Anguilla anguilla",11
"22823",1049,2894,"10/10/1989 00:00:00",78,185,4,18.3,"Salmo salar",22
"20654",1010,2610,"27/9/2000 00:00:00",189,6.11,4.7,17.8,"Anguilla anguilla",5
"20208",1227,2549,"7/9/1998 00:00:00",113,57,4.2,19.5,"Leuciscus leuciscus",3
"11270",241,1357,"9/9/2003 00:00:00",60,356,3.6,19.8,"Carassius carassius",1
"1146",182,140,"29/10/1998 00:00:00",16,135,4.3,18.7,"Squalius cephalus",13
"24385",850,3136,"22/10/1985 00:00:00",NA,39,4.4,19,"Salmo trutta fario",32
"3245",485,385,"19/3/1986 00:00:00",NA,NA,3.9,20.1,"Abramis brama",3
"22869",1080,2904,"3/10/1990 00:00:00",70,12,4.4,18,"Pungitius pungitius",3
"10253",248,1252,"6/10/1999 00:00:00",70,36,3.4,19.7,"Abramis brama",1
"38330",1789,4683,"19/9/1995 00:00:00",45,11,6.5,18.7,"Squalius cephalus",110
"30172",1427,3767,"17/9/1993 00:00:00",85,95,4.4,19.5,"Rutilus rutilus",43
"26135",786,3363,"6/9/2006 00:00:00",NA,NA,4.8,18.5,"Salmo trutta fario",8
"5953",370,681,"17/9/1998 00:00:00",29,260,4,19.4,"Scardinius erythrophthalmus",16
"3548",449,420,"25/9/1996 00:00:00",47,305,3.9,20.2,"Barbus barbus",5
"34099",1388,4091,"19/6/2007 00:00:00",22,51,5.7,20.3,"Anguilla anguilla",3
"356",675,47,"3/9/2003 00:00:00",38,16,4,19.3,"Rutilus rutilus",2
"29566",1400,3706,"12/10/1988 00:00:00",NA,NA,5.8,19.6,"Blicca bjoerkna",1
"8631",614,1024,"4/9/1998 00:00:00",29,428,4.8,20.7,"Perca fluviatilis",7
"20965",1208,2651,"11/9/1995 00:00:00",225,6.55,3.8,18.3,"Anguilla anguilla",3
"6257",374,707,"17/9/2003 00:00:00",34,25,4,19.4,"Cottus gobio",48
"22601",755,2865,"29/6/2006 00:00:00",8,142.8,5.6,18.4,"Alburnus alburnus",2
"630",594,80,"14/4/1995 00:00:00",NA,NA,3.5,19.2,"Barbatula barbatula",25
"26086",1108,3354,"21/9/2005 00:00:00",27,3.7,5.1,18.1,"Cottus gobio",65
"23228",828,2947,"26/9/2006 00:00:00",28,27.16,5.5,18.4,"Barbatula barbatula",135
"22355",1040,2835,"20/9/2005 00:00:00",96,17,4.4,18.6,"Salmo trutta fario",26
"20803",826,2629,"7/9/1995 00:00:00",68,51.12,4.7,18.4,"Cottus gobio",41
"26820",1412,3466,"18/9/1996 00:00:00",87,25,4.9,19.4,"Cyprinus carpio",4
"2754",38,331,"13/5/1998 00:00:00",16,79,4,18.4,"Anguilla anguilla",3
"37058",1689,4519,"5/10/1994 00:00:00",5,135,6.6,19.4,"Ameiurus melas",5
"37326",1821,4556,"18/4/1984 00:00:00",102,14,6.7,17.8,"Squalius cephalus",7
"36984",1872,4509,"10/9/1993 00:00:00",9,52,6.8,19.1,"Anguilla anguilla",86
"15565",454,1876,"17/9/2004 00:00:00",41,454,4,19.7,"Gobio gobio",49
"22334",929,2832,"12/9/2005 00:00:00",41,13.36,5.7,17.3,"Barbatula barbatula",125
"20516",954,2590,"18/9/2000 00:00:00",145,4.79,4.6,18.2,"Barbatula barbatula",2
"23140",755,2938,"28/6/2005 00:00:00",8,142.8,5.6,18.4,"Leuciscus leuciscus",17
"31682",1429,3889,"21/10/1992 00:00:00",75,33,4.6,19.7,"Squalius cephalus",9
"5684",368,655,"5/9/1995 00:00:00",34,347,3.9,19.4,"Chondrostoma nasus",1
"31620",1353,3884,"1/9/1982 00:00:00",NA,NA,6.6,19.8,"Esox lucius",1
"14151",241,1698,"6/9/2006 00:00:00",60,356,3.6,19.8,"Alburnus alburnus",274
"10002",246,1229,"27/6/1996 00:00:00",50,76,3.5,19.3,"Cottus gobio",2
"33238",1310,4022,"1/9/2004 00:00:00",46,16,5.7,20.2,"Rutilus rutilus",79
"35549",1729,4334,"1/10/1993 00:00:00",28,23.59,7.3,18.2,"Anguilla anguilla",6
"4761",452,548,"11/6/1998 00:00:00",63,88,3.7,19.6,"Phoxinus phoxinus",227
"1475",676,177,"4/5/2000 00:00:00",33,26,4,19.6,"Tinca tinca",1
"13526",521,1617,"8/6/2005 00:00:00",21,492,4.3,19.6,"Rutilus rutilus",50
"33428",1435,4038,"11/10/2005 00:00:00",25,238,5.7,19.8,"Ameiurus melas",10
"13890",611,1657,"19/10/2006 00:00:00",45,80,4.1,20.1,"Esox lucius",5
"30859",1287,3821,"14/9/2001 00:00:00",17,308,5.8,20.2,"Lepomis gibbosus",21
"13280",13,1589,"29/9/2006 00:00:00",69,12,3.4,18.8,"Gasterosteus aculeatus",1
"10480",245,1272,"24/4/2002 00:00:00",41,52,3.8,19.3,"Lepomis gibbosus",2
"39229",1789,4794,"19/9/1996 00:00:00",45,11,6.5,18.7,"Gobio gobio",28
"32831",1364,3986,"28/9/2005 00:00:00",109,25,4.2,19.5,"Salmo trutta fario",5
"38550",1505,4712,"14/9/1989 00:00:00",10,47,7.2,17.8,"Anguilla anguilla",139
"4970",452,565,"7/6/2000 00:00:00",63,88,3.7,19.6,"Lampetra planeri",5
"30367",1437,3784,"4/10/2000 00:00:00",68,125,5,19.3,"Cyprinus carpio",1
"32321",1437,3943,"8/10/2002 00:00:00",68,125,5,19.3,"Barbatula barbatula",18
"23155",877,2940,"27/6/2005 00:00:00",5,52.03,6,17.7,"Squalius cephalus",38
"10829",331,1319,"17/5/1994 00:00:00",NA,NA,3.8,19.4,"Leuciscus leuciscus",3
"15321",372,1849,"13/9/2007 00:00:00",62,15,4,19,"Salmo trutta fario",1
"34934",1705,4222,"6/6/1985 00:00:00",17,7,6.2,18.6,"Anguilla anguilla",44
"19470",975,2453,"3/9/1993 00:00:00",55,34,5.1,18.6,"Salmo trutta fario",9
"30997",1268,3832,"23/5/2001 00:00:00",2,12,6.5,19.5,"Scardinius erythrophthalmus",1
"115",673,18,"9/5/1990 00:00:00",NA,NA,3.8,19,"Oncorhynchus mykiss",1
"13220",645,1580,"31/5/2006 00:00:00",54,28,4,19.8,"Leuciscus leuciscus",1
"26996",1378,3482,"3/6/1998 00:00:00",122,66,5,19.8,"Anguilla anguilla",5
"4012",44,472,"17/6/1997 00:00:00",20,68,3.8,18.9,"Squalius cephalus",1
"28461",1436,3610,"17/10/1996 00:00:00",75,33,4.6,19.7,"Cottus gobio",94
"19241",963,2425,"9/9/1991 00:00:00",240,5.5,3.6,18.1,"Cottus gobio",38
"12513",45,1503,"21/9/2004 00:00:00",124,82,3.1,18.6,"Perca fluviatilis",11
"19412",1230,2446,"8/7/1992 00:00:00",268,6.5,3.7,18,"Cottus gobio",145
"6524",277,746,"9/10/1987 00:00:00",NA,NA,3.8,19.2,"Barbatula barbatula",8
"8781",661,1038,"20/6/2001 00:00:00",29,411,4.5,20.4,"Scardinius erythrophthalmus",2
"11256",246,1356,"10/6/2003 00:00:00",50,76,3.5,19.3,"Anguilla anguilla",2
"32840",1437,3987,"12/10/2005 00:00:00",68,125,5,19.3,"Squalius cephalus",297
"36957",1789,4507,"7/9/1993 00:00:00",45,11,6.5,18.7,"Cottus gobio",22
"6505",276,743,"14/4/1987 00:00:00",NA,NA,3.7,19.1,"Cottus gobio",12
"25982",859,3341,"7/7/2005 00:00:00",22,80,4.3,19.3,"Anguilla anguilla",24
"4891",455,559,"12/10/1999 00:00:00",69,12,3.7,20,"Cottus gobio",90
"6390",614,725,"15/5/1991 00:00:00",29,428,4.8,20.7,"Squalius cephalus",14
"28925",1265,3646,"23/5/1991 00:00:00",NA,NA,-9,NA,"Leucaspius delineatus",2
"24981",1111,3203,"16/9/1999 00:00:00",56,27,4.1,18.6,"Lampetra planeri",4
"15936",704,1936,"5/9/1991 00:00:00",40,43.16,4.9,18.4,"Barbatula barbatula",122
"36158",1776,4416,"27/10/1993 00:00:00",28,22,5.9,18.7,"Anguilla anguilla",82
"8191",619,948,"24/6/2003 00:00:00",38,489,4.4,20.1,"Rutilus rutilus",16
"25694",859,3291,"28/9/2004 00:00:00",22,80,4.3,19.3,"Cottus gobio",66
"8069",472,934,"26/10/1999 00:00:00",31,414,4.9,20.8,"Perca fluviatilis",7
"6697",391,778,"18/7/1990 00:00:00",68,14,3.7,19.4,"Gobio gobio",7
"8325",110,976,"5/7/1988 00:00:00",82,NA,3.9,17.9,"Gasterosteus aculeatus",17
"28033",1326,3576,"12/10/1989 00:00:00",145,NA,4.8,18.7,"Rutilus rutilus",1
"24070",1105,3082,"6/10/1998 00:00:00",57,25,4.4,18.3,"Phoxinus phoxinus",36
"2867",48,340,"4/5/1999 00:00:00",170,9,2.7,18.3,"Phoxinus phoxinus",137
"2429",186,290,"30/10/2001 00:00:00",33,49,3.9,18.9,"Perca fluviatilis",7
"27473",1273,3521,"26/9/1985 00:00:00",NA,NA,5.7,19.9,"Squalius cephalus",9
"13583",143,1622,"15/9/2005 00:00:00",11,19,4.4,18.1,"Lampetra planeri",10
"21025",827,2660,"29/9/1994 00:00:00",52,39.02,4.8,18.5,"Cottus gobio",12
"8687",617,1030,"14/4/1999 00:00:00",59,16,4.1,19.8,"Rutilus rutilus",23
"33350",1309,4033,"6/9/2005 00:00:00",28,92,5.5,20.5,"Anguilla anguilla",5
"24931",1109,3196,"1/9/1999 00:00:00",4,20.31,5,18.2,"Platichthys flesus",7
"10337",3,1260,"28/3/2001 00:00:00",70,NA,3.5,18.8,"Rutilus rutilus",300
"1989",591,238,"4/6/2003 00:00:00",42,85,4.2,20,"Leuciscus leuciscus",1
"8051",619,932,"20/10/1999 00:00:00",38,489,4.4,20.1,"Rutilus rutilus",26
"10312",241,1257,"6/6/2000 00:00:00",60,356,3.6,19.8,"Cobitis taenia",8
"38552",1505,4712,"14/9/1989 00:00:00",10,47,7.2,17.8,"Gobio gobio",86
"18249",1212,2277,"12/9/1989 00:00:00",160,6.1,4.5,18.3,"Gobio gobio",2
"10690",525,1298,"23/10/2001 00:00:00",29,27,4.2,19.6,"Barbatula barbatula",20
"14322",662,1713,"26/6/2007 00:00:00",35,493,4.5,20.3,"Tinca tinca",1
"26349",1132,3405,"5/10/2007 00:00:00",NA,NA,4.4,18,"Salmo trutta fario",11
"34353",1592,4124,"1/9/1987 00:00:00",37,20,7.3,18.1,"Phoxinus phoxinus",6
"9957",3,1225,"24/4/1996 00:00:00",70,NA,3.5,18.8,"Pungitius pungitius",1
"7059",371,812,"7/6/2001 00:00:00",40,37,3.9,19.5,"Rutilus rutilus",65
"31494",1422,3872,"5/10/1989 00:00:00",45,NA,5.3,19.6,"Phoxinus phoxinus",1
"7129",369,819,"16/5/2002 00:00:00",33,470,3.9,19.4,"Anguilla anguilla",22
"29166",1309,3668,"20/10/1999 00:00:00",28,92,5.5,20.5,"Rhodeus amarus",5
"36378",1824,4442,"13/9/1985 00:00:00",55,13,6.8,18.5,"Barbatula barbatula",37
"25068",1106,3218,"11/9/2003 00:00:00",59,19.81,4.3,18.2,"Anguilla anguilla",27
"1111",183,135,"24/6/1998 00:00:00",9,169,4.5,18.4,"Scardinius erythrophthalmus",1
"24601",859,3160,"15/10/1998 00:00:00",22,80,4.3,19.3,"Gasterosteus aculeatus",1
"2947",52,349,"17/9/2002 00:00:00",67,22,3.6,18.7,"Gobio gobio",24
"2611",33,314,"10/6/1988 00:00:00",16,NA,4.1,18.2,"Gasterosteus aculeatus",7
"38030",1523,4640,"2/9/1988 00:00:00",34,32,7.2,17.6,"Cottus gobio",3
"25104",841,3224,"4/9/1984 00:00:00",NA,131,4.5,19.2,"Anguilla anguilla",2
"7807",617,906,"11/4/1996 00:00:00",59,16,4.1,19.8,"Carassius auratus",1
"19771",899,2492,"4/9/1996 00:00:00",45,29.16,5.9,18,"Gobio gobio",3
"22113",1039,2804,"7/10/2003 00:00:00",143,55.97,4.5,18.1,"Salmo trutta fario",4
"6813",371,790,"12/6/1996 00:00:00",40,37,3.9,19.5,"Scardinius erythrophthalmus",12
"14118",678,1693,"1/9/2006 00:00:00",44,18,4,19.2,"Cottus gobio",2
"7399",472,854,"16/5/1995 00:00:00",31,414,4.9,20.8,"Scardinius erythrophthalmus",5
"31546",1425,3877,"19/9/1990 00:00:00",79,98,4.5,19.6,"Rutilus rutilus",13
"18918",1201,2370,"24/9/1986 00:00:00",150,8.5,4.2,18.8,"Scardinius erythrophthalmus",2
"30205",1378,3769,"23/9/1993 00:00:00",122,66,5,19.8,"Leuciscus leuciscus",1
"32007",1412,3919,"14/9/1994 00:00:00",87,25,4.9,19.4,"Phoxinus phoxinus",74
"23634",1061,3008,"4/10/1990 00:00:00",36,21,4.6,18,"Cottus gobio",4
"35474",1562,4321,"27/9/1991 00:00:00",171,7,6.4,17,"Anguilla anguilla",1
"25968",779,3339,"30/9/2004 00:00:00",9,610.5,4.3,19,"Gobio gobio",11
"21416",1223,2711,"4/9/2001 00:00:00",122,19.62,4.1,19.4,"Squalius cephalus",2
"21349",979,2701,"8/9/1999 00:00:00",215,19.7,3.7,18.2,"Tinca tinca",1
"32382",1413,3948,"4/9/2002 00:00:00",130,16,4.8,18.6,"Perca fluviatilis",14
"36199",1812,4420,"30/8/1994 00:00:00",56,28,7.1,18,"Tinca tinca",1
"15519",111,1870,"25/9/2007 00:00:00",18,11,4.1,18.2,"Scardinius erythrophthalmus",15
"9143",130,1096,"6/5/1997 00:00:00",2,15,4.4,18.1,"Anguilla anguilla",8
"37578",1794,4583,"21/10/1991 00:00:00",33,34,6.9,18.6,"Salmo trutta fario",4
"4812",448,553,"13/4/1999 00:00:00",59,50,3.9,19.7,"Squalius cephalus",34
"29428",1262,3689,"9/10/1985 00:00:00",NA,NA,4.3,18.3,"Salmo trutta fario",54
"34752",1475,4198,"7/9/1994 00:00:00",80,14,6.5,18.2,"Barbatula barbatula",98
"28961",1268,3650,"22/5/1991 00:00:00",2,12,6.5,19.5,"Pungitius pungitius",7
"28182",1436,3589,"10/10/1995 00:00:00",75,33,4.6,19.7,"Barbatula barbatula",101
"13968",148,1673,"14/9/2006 00:00:00",NA,NA,4.1,18.2,"Pungitius pungitius",1
"11764",472,1424,"15/6/2004 00:00:00",31,414,4.9,20.8,"Gymnocephalus cernuus",1
"36195",1812,4420,"30/8/1994 00:00:00",56,28,7.1,18,"Lampetra planeri",33
"16256",807,1980,"17/9/1985 00:00:00",13,51.8,6.1,18.7,"Salmo trutta fario",1
"21302",834,2696,"22/9/1999 00:00:00",54,19.3,5.4,18,"Gasterosteus aculeatus",2
"22550",1001,2859,"5/9/2006 00:00:00",121,13.45,4.9,18.2,"Salmo trutta fario",10
"26025",858,3346,"29/9/2005 00:00:00",141,44,3.9,18.6,"Barbatula barbatula",3
"8668",619,1028,"15/9/1998 00:00:00",38,489,4.4,20.1,"Rutilus rutilus",27
